192.168.10.160;104.16.125.175;56671;443;1;0x00000303;39578,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;14906,65281,0,23,35,13,5,18,16,30032,11,10,27,64250;unpkg.com;0x0000aaaa,0x0000001d,0x00000017,0x00000018;0
192.168.10.160;142.250.185.170;56664;443;1;0x00000303;19018,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;27242,65281,0,23,35,13,5,18,16,30032,11,10,27,2570;maps.googleapis.com;0x0000eaea,0x0000001d,0x00000017,0x00000018;0
192.168.10.160;142.250.185.170;56665;443;1;0x00000303;47802,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;47802,65281,0,23,35,13,5,18,16,30032,11,10,27,60138;maps.googleapis.com;0x0000caca,0x0000001d,0x00000017,0x00000018;0
192.168.10.160;172.217.18.106;56666;443;1;0x00000303;27242,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;2570,65281,0,23,35,13,5,18,16,30032,11,10,27,43690;fonts.googleapis.com;0x00001a1a,0x0000001d,0x00000017,0x00000018;0
192.168.10.160;172.217.18.106;56667;443;1;0x00000303;6682,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;6682,65281,0,23,35,13,5,18,16,30032,11,10,27,10794;fonts.googleapis.com;0x0000dada,0x0000001d,0x00000017,0x00000018;0
192.168.10.160;172.217.18.106;56668;443;1;0x00000303;35466,49195,49199,49196,49200,52393,52392,49171,49172,156,157,47,53,10;23130,65281,0,23,35,13,5,18,16,30032,11,10,27,47802;fonts.googleapis.com;0x00008a8a,0x0000001d,0x00000017,0x00000018;0
104.16.125.175;192.168.10.160;443;56670;2;0x00000303;49195;0,23,65281,11,35,16,5;;;0
104.16.125.175;192.168.10.160;443;56669;2;0x00000303;49195;0,23,65281,11,35,16,5;;;0
104.16.125.175;192.168.10.160;443;56672;2;0x00000303;49195;0,23,65281,11,35,16,5;;;0
104.16.125.175;192.168.10.160;443;56671;2;0x00000303;49195;0,23,65281,11,35,16,5;;;0
142.250.185.170;192.168.10.160;443;56665;2;0x00000303;49195;23,65281,11,35,16,30032;;;0
142.250.185.170;192.168.10.160;443;56664;2;0x00000303;49195;23,65281,11,35,16,30032;;;0
172.217.18.106;192.168.10.160;443;56666;2;0x00000303;49195;23,65281,11,35,16,30032;;;0
172.217.18.106;192.168.10.160;443;56667;2;0x00000303;49195;23,65281,11,35,16,30032;;;0
172.217.18.106;192.168.10.160;443;56668;2;0x00000303;49195;23,65281,11,35,16,30032;;;0
